director,geo_lat,geo_lng,id,location,release_year,title
Philip Kaufman,37.8004781,-122.404539,8FC4E612-A4F0-48C8-AD99-53ED37B4D1D2,"1227 Montgomery St, San Francisco, CA 94133, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.8066444,-122.4044701,C97683AC-16FB-4D4F-A3C8-CB5F88D24329,"Pier 33, San Francisco, CA 94133, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.7781114,-122.4186929,B9919E2E-4009-4544-8A08-6F438D56B2C3,"101 Grove St, San Francisco, CA 94102, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.78007780000001,-122.4141004,5043B56B-F519-4A7B-9AA2-B90C9676E6B1,"355 McAllister St, San Francisco, CA 94102, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.79517750000001,-122.4027787,3511C267-49C8-4911-A3E7-099EC427243A,"600 Montgomery St, San Francisco, CA 94111, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.760628,-122.3866097,0CC5649B-3FBC-4795-9F22-6472A6F6FD10,"404-448 20th St, San Francisco, CA 94107, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.7781664,-122.4151108,250B67EE-FA90-4F11-8098-4B670EFEDA9B,"1231 Market St, San Francisco, CA 94103, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.7762593,-122.432758,9488B8D3-4A95-4C6B-BCD9-17534F0C4A59,"Steiner St &, Hayes St, San Francisco, CA 94117, United States",1978,Invasion of the Body Snatchers
Philip Kaufman,37.7916146,-122.4276133,BC566D07-EC1D-4E5D-ACF1-D21A28326775,"Lafayette Park, Gough St & Washington St, San Francisco, CA 94109, United States",1978,Invasion of the Body Snatchers
Philip Kaufman,37.7835802,-122.4138711,BBE0F6D6-A7BA-4753-8BF8-899F17A92119,"385 Eddy St, San Francisco, CA 94102, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.7792597,-122.4192646,AD2B5778-BB4F-495B-A8C5-6E0C2887E1F7,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.7941378,-122.4077914,EF2F218F-37BF-470E-8195-3B14E43E20A6,"Chinatown, San Francisco, CA, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.7965745,-122.4167866,67F662D7-04FB-40D1-862B-880ED77E19EB,"Robert C Levy Tunnel, San Francisco, CA, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.8037214,-122.4155764,09D41399-B9A9-4155-9517-825672DB2461,"1025 Columbus Ave, San Francisco, CA 94133, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.776389,-122.4327673,9A1AEA14-65C0-4763-AE2F-73E9709FCF74,"720 Steiner St, San Francisco, CA 94117, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.802581,-122.403842,24B8AFAB-E124-459D-8A37-29FD93276F04,"32 Napier Lane, San Francisco, CA 94133, USA",1978,Invasion of the Body Snatchers
Philip Kaufman,37.8004781,-122.404539,F1FDD6E7-170C-45F4-9C13-0689F6A8C91B,"1227 Montgomery St, San Francisco, CA 94133, USA",1978,Invasion of the Body Snatchers
Richard Donner,37.8199286,-122.4782551,048633BF-2552-4318-93C9-66D71A8E85AE,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1978,Superman
Richard Donner,37.8199286,-122.4782551,05689A7B-FD9D-45A0-9096-CA6FA2746646,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1978,Superman
Donald Siegel,37.8269775,-122.4229555,F0EA53F6-3A81-462B-96BB-C7A85BE48E50,"San Francisco, CA 94133, USA",1979,Escape From Alcatraz
Donald Siegel,37.8269775,-122.4229555,289D0C27-75BF-4070-ADEB-13A45ACDC642,"San Francisco, CA 94133, USA",1979,Escape From Alcatraz
Nicholas Meyer,37.800526,-122.4311473,4131D7AD-4720-4B9D-A0CE-A8516143D93A,"Lombard St & Laguna St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.7998947,-122.4360847,0CAC2757-34F8-4BAB-99DE-ED140B2C9EEC,"Lombard St & Fillmore St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.799192,-122.4429971,61BD735A-09D3-418D-917C-3D048C80E398,"3201 Divisadero St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.798857,-122.4443557,2E1E6B2F-0166-4A89-888F-B5ABC6BBA6D5,"Lombard St & Broderick St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.7951195,-122.3952007,F04FD7D9-AA22-4921-938E-E4542D999118,"Market St & Steuart St, San Francisco, CA 94105, United States",1979,Time After Time
Nicholas Meyer,37.773809,-122.463745,678479AE-9C9B-4A6B-B8F5-00BFABB5A2F8,"6th Ave & Fulton St, San Francisco, CA 94118, USA",1979,Time After Time
Nicholas Meyer,37.7796734,-122.482907,E5D9FDD7-B39B-496E-BE9E-1CD3F666AD2D,"Richmond District, San Francisco, CA 94121, USA",1979,Time After Time
Nicholas Meyer,37.7942169,-122.3956663,C69DF59B-6E48-4B7B-BD0E-B061B4573DB4,"5 Embarcadero Center, San Francisco, CA 94111, USA",1979,Time After Time
Nicholas Meyer,37.7921814,-122.4121737,9304A6F7-0718-402A-96AB-8048D83A627B,"Huntington Park, California St & Taylor St, San Francisco, CA 94108, United States",1979,Time After Time
Nicholas Meyer,37.7694208,-122.4862138,A98330C3-77DF-4EBA-AB4E-DAF808C40373,"Golden Gate Park, San Francisco, CA, USA",1979,Time After Time
Nicholas Meyer,37.8199286,-122.4782551,6C33C7E6-852D-4C4B-BD48-3D96449282D5,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1979,Time After Time
Nicholas Meyer,37.8056561,-122.4224913,7B510678-185A-4FC5-BC64-3439611899AA,"900 North Point St Suite 52, San Francisco, CA 94109, USA",1979,Time After Time
Nicholas Meyer,37.799901,-122.4417471,BBE30EAA-DA32-47BD-B43A-2F0D877B8C61,"2331 Chestnut St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.7698646,-122.4660947,65D987BB-CC8F-4061-9906-2E0C20E25F36,"55 Music Concourse Dr, San Francisco, CA 94118, USA",1979,Time After Time
Nicholas Meyer,37.7981263,-122.4056787,0325C7C8-43E4-4220-A911-7D9ECDB58828,"504 Broadway, San Francisco, CA 94133, USA",1979,Time After Time
Nicholas Meyer,37.801067,-122.4438707,DDBDBA8F-A379-41E3-8CED-81F3398D82B5,"2340 Francisco St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.80142,-122.4016437,94704E7C-7968-4C2D-892A-745F387A9600,"100 Union St, San Francisco, CA 94111, USA",1979,Time After Time
Nicholas Meyer,37.7926354,-122.4057717,4879D374-AD33-4763-9904-A0C16A99E1BC,"660 California St, San Francisco, CA 94108, USA",1979,Time After Time
Nicholas Meyer,37.7795744,-122.4137147,30F445AB-109A-429E-A0AC-A590F5B4A709,"Civic Center, 1150 Market St, San Francisco, CA 94102, USA",1979,Time After Time
Nicholas Meyer,37.7553614,-122.4051687,9B63D0C5-4CC7-4FAB-BA30-989DE7D77CE3,"1001 Potrero Ave, San Francisco, CA 94110, USA",1979,Time After Time
Nicholas Meyer,37.8020161,-122.448329,FB4532A7-6E18-4D7C-A9BD-CB22A72D83FF,"3601 Lyon St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.794454,-122.3985089,A498E7DE-24C0-4D77-B844-E56E6BEE5FC6,"San Francisco, CA 94111, USA",1979,Time After Time
Nicholas Meyer,37.7928079,-122.4021842,1A9EFA3A-7E29-4109-AD13-319B79378B4B,"75 Leidesdorff St, San Francisco, CA 94104, USA",1979,Time After Time
Nicholas Meyer,37.806723,-122.4394774,A6E3071A-A384-4FF1-BDF8-ADE439A966EB,"Marina Green, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.800526,-122.4311473,D956D9D1-0BDF-4D44-9851-7FD64C257B7B,"Lombard St & Laguna St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.7998947,-122.4360847,2318DAC3-5EFF-4764-9A41-3B059F2C1B35,"Lombard St & Fillmore St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.799192,-122.4429971,7E839C80-A27E-4DCA-A622-4949DA310EE0,"3201 Divisadero St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.798857,-122.4443557,D3C29C3D-C864-49D8-966D-FDF4BED43ECA,"Lombard St & Broderick St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.7951195,-122.3952007,949BD6A7-97D5-4EDE-A820-7AC27CEFF57A,"Market St &, Steuart St, San Francisco, CA 94105, United States",1979,Time After Time
Nicholas Meyer,37.773809,-122.463745,3465FFE4-5E4E-489D-B9B6-614CB920B370,"6th Ave & Fulton St, San Francisco, CA 94118, USA",1979,Time After Time
Nicholas Meyer,37.7924638,-122.405954,CFE47CA5-66EB-4063-ABC5-DAE883FAC88B,"California St & Grant Ave, San Francisco, CA 94108, USA",1979,Time After Time
Nicholas Meyer,37.7942169,-122.3956663,45AA06FE-D5B9-4597-B128-074231BEF8B8,"5 Embarcadero Center, San Francisco, CA 94111, USA",1979,Time After Time
Nicholas Meyer,37.7921814,-122.4121737,E8B26552-BE66-40AD-B7C1-C614FE185F35,"Huntington Park, California St & Taylor St, San Francisco, CA 94108, United States",1979,Time After Time
Nicholas Meyer,37.7694208,-122.4862138,12DA6126-8FF8-4319-8157-59A5F20324BD,"Golden Gate Park, San Francisco, CA, USA",1979,Time After Time
Nicholas Meyer,37.8199286,-122.4782551,52B4B781-3C45-401C-B5FA-21177E318F8E,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1979,Time After Time
Nicholas Meyer,37.8058634,-122.4226382,113D6BC6-02D7-41D9-9C0F-C7090C93322D,"900 North Point St Suite 52, San Francisco, CA 94109, USA",1979,Time After Time
Nicholas Meyer,37.799901,-122.4417472,12E9E3C3-CE95-4A79-A5AF-EFEA6DF2B63F,"2331 Chestnut St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.7698646,-122.4660947,DC0E4BE0-FCC6-4323-BA21-095BD504F010,"55 Music Concourse Dr, San Francisco, CA 94118, USA",1979,Time After Time
Nicholas Meyer,37.79833199999999,-122.4030918,94CECECB-C086-43EB-A901-2FB5AC8C5245,"Broadway & Osgood Pl, San Francisco, CA 94133, USA",1979,Time After Time
Nicholas Meyer,37.801067,-122.4438707,FA4B9310-4254-462F-B84F-E307CA498654,"2340 Francisco St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.80142,-122.4016437,9BB0483C-DD49-494E-873D-91053FFB3A58,"100 Union St, San Francisco, CA 94111, USA",1979,Time After Time
Nicholas Meyer,37.7926354,-122.4057717,A7B3D268-4A82-42F0-82C6-82DFBE06408A,"660 California St, San Francisco, CA 94108, USA",1979,Time After Time
Nicholas Meyer,37.78007780000001,-122.4141004,130F6EC4-DD6F-49B8-9DB2-7D0F954D5193,"355 McAllister St, San Francisco, CA 94102, USA",1979,Time After Time
Nicholas Meyer,37.7553614,-122.4051687,9D453956-F56B-4F80-A8BA-E8B2EC8FC38C,"1001 Potrero Ave, San Francisco, CA 94110, USA",1979,Time After Time
Nicholas Meyer,37.8020161,-122.448329,A42338AE-864B-49F7-A938-AD595DC6F60A,"3601 Lyon St, San Francisco, CA 94123, USA",1979,Time After Time
Nicholas Meyer,37.7946507,-122.3998262,DCB09A8B-C0F2-4C9F-A1F3-B909B7FB03E3,"One Embarcadero Center, 1 Embarcadero Center, San Francisco, CA 94111, USA",1979,Time After Time
Nicholas Meyer,37.7928079,-122.4021842,82387700-099D-49F6-8F81-CFA679408C33,"75 Leidesdorff St, San Francisco, CA 94104, USA",1979,Time After Time
Nicholas Meyer,37.806723,-122.4394774,B2450CDD-C192-498C-9DD1-CEEBE53970F0,"Marina Green, San Francisco, CA 94123, USA",1979,Time After Time
Nancy Walker,37.7681477,-122.4034548,B0E9AE87-3D9B-4C3E-85E8-E7D18AEE63DC,"101 Henry Adams St, San Francisco, CA 94103, USA",1980,Can't Stop the Music
Nancy Walker,37.7681477,-122.4034548,6A6DCAA0-13E6-4683-A8AA-C89F08D200F0,"101 Henry Adams St, San Francisco, CA 94103, USA",1980,Can't Stop the Music
John Byrum,37.8038552,-122.4172161,71859C05-81CC-4C8E-B0FF-0ADE03993EF3,"800 Chestnut St, San Francisco, CA 94133, USA",1980,Heart Beat
John Byrum,37.8004126,-122.4110914,11CE1145-903A-433B-807B-35CE341D0DDB,"1707 Powell St, San Francisco, CA 94133, USA",1980,Heart Beat
John Byrum,37.7976052,-122.4065996,E428CE22-F1D5-4E95-8001-513C72530EDF,"261 Columbus Ave, San Francisco, CA 94133, USA",1980,Heart Beat
John Byrum,37.8038552,-122.4172161,68F54945-EB5A-407D-B909-A5FFD3128E91,"800 Chestnut St, San Francisco, CA 94133, USA",1980,Heart Beat
John Byrum,37.8004126,-122.4110914,E43956C2-180D-4ED2-82E1-E6C7F313C416,"1707 Powell St, San Francisco, CA 94133, USA",1980,Heart Beat
John Byrum,37.7976052,-122.4065996,7126B123-6127-4771-A579-55AD9B268B02,"261 Columbus Ave, San Francisco, CA 94133, USA",1980,Heart Beat
Colin Higgins,37.7850278,-122.4069149,8754B714-4832-4BDE-9627-3429621E4495,"Market St, San Francisco, CA 94102, USA",1980,Nine to Five
Colin Higgins,37.7850278,-122.4069149,7267EDEA-7DC1-4018-8C66-10F8528C42B2,"Market St, San Francisco, CA 94102, USA",1980,Nine to Five
Bill Persky,37.7955703,-122.3933208,33B75E93-B44C-409A-A1F4-CC4502DFBCD0,"Ferry Building, 1 The Embarcadero, San Francisco, CA 94105, USA",1980,Serial
Bill Persky,37.7955703,-122.3933208,5341F754-510D-4E7B-A34D-DD879E80F826,"Ferry Building, 1 Ferry Building, San Francisco, CA 94111, USA",1980,Serial
Joel Oliansky,37.80867300000001,-122.409821,6FFA2DBA-BE76-4825-850D-A181A5079492,"The Embarcadero, San Francisco, CA 94133, USA",1980,The Competition
Joel Oliansky,37.7698646,-122.4660947,A75FD127-0BCE-4EA2-816E-0CBB22F3F648,"55 Music Concourse Dr, San Francisco, CA 94118, USA",1980,The Competition
Joel Oliansky,37.80867300000001,-122.409821,915569F9-348A-4DC1-85F3-898BA00A5462,"The Embarcadero, San Francisco, CA 94133, USA",1980,The Competition
Joel Oliansky,37.7698646,-122.4660947,F3A37FA6-22D2-4EEE-8678-42F61DC48CBC,"55 Music Concourse Dr, San Francisco, CA 94118, USA",1980,The Competition
David Lowell Rich,37.7894338,-122.3964928,AAF79270-D00F-4C83-B1BF-C6922655B7A4,"Salesforce Park, 425 Mission St, San Francisco, CA 94105, USA",1981,Chu Chu and the Philly Flash
David Lowell Rich,37.7923897,-122.4104443,6E65647D-A01C-455B-8194-1CC65C31AA9A,"950 Mason St, San Francisco, CA 94108, USA",1981,Chu Chu and the Philly Flash
David Lowell Rich,37.7572567,-122.3998476,244B94FD-8719-456E-A7C3-00277D6820F9,"22nd St & Carolina St, San Francisco, CA 94107, USA",1981,Chu Chu and the Philly Flash
David Lowell Rich,37.7889543,-122.3972246,E9FDFC21-16E4-4071-BB94-2E0DF80A51CD,"Salesforce Transit Center, San Francisco, CA 94105, USA",1981,Chu Chu and the Philly Flash
David Lowell Rich,37.7923897,-122.4104443,36DDBACC-3B46-4249-ACE5-1D11AA7E4FB9,"950 Mason St, San Francisco, CA 94108, USA",1981,Chu Chu and the Philly Flash
David Lowell Rich,37.7572567,-122.3998476,60251048-D2DA-45D8-81DC-D2F1C71E09BF,"22nd St & Carolina St, San Francisco, CA 94107, USA",1981,Chu Chu and the Philly Flash
Wayne Wang,37.7954841,-122.4063742,64162F57-E214-409F-A2C6-5E76643E0C8B,"916 Grant Ave, San Francisco, CA 94108, USA",1982,Chan is Missing
Wayne Wang,37.7749295,-122.4194155,34D8872D-B2C2-40FF-A8F6-A17868C9F7F6,"San Francisco, CA, USA",1982,Chan is Missing
Wayne Wang,37.7954841,-122.4063742,B7294508-5238-4194-BE96-87778C011AE1,"916 Grant Ave, San Francisco, CA 94108, USA",1982,Chan is Missing
Wayne Wang,37.7951913,-122.4069317,A24938F1-70F8-4F28-91D8-C192BA3A4879,"822 Washington St, San Francisco, CA 94108, USA",1982,Chan is Missing
Alan Parker,37.7923897,-122.4104443,14F25B4F-E7CA-46B3-BF59-B6CCAD4D0693,"950 Mason St, San Francisco, CA 94108, USA",1982,Shoot the Moon
Alan Parker,37.7923897,-122.4104443,C9EBA18A-B8F3-46E7-B701-053F7F37DB8B,"950 Mason St, San Francisco, CA 94108, USA",1982,Shoot the Moon
Nicholas Meyer,37.7694208,-122.4862138,B522CFFC-349C-43FD-A3AC-698D1C526B57,"Golden Gate Park, San Francisco, CA, USA",1982,Star Trek II : The Wrath of Khan
Nicholas Meyer,37.7694208,-122.4862138,33B5038D-98A9-4C1C-A975-4518730377E6,"Golden Gate Park, San Francisco, CA, USA",1982,Star Trek II : The Wrath of Khan
Clint Eastwood,37.7799045,-122.5094654,938CC195-BBCE-4E02-8A68-BDE019EDEB6B,"El Camino Del Mar & Point Lobos Ave, San Francisco, CA 94121, USA",1983,Sudden Impact
Clint Eastwood,37.7383333,-122.4533333,B83A3D0F-EA20-4516-8130-B3FE3745A05E,"Mt Davidson, San Francisco, CA 94127, USA",1983,Sudden Impact
Clint Eastwood,37.788946,-122.401488,19C04E88-2F95-498D-9090-AA7C5FD9F430,"609 Market St, San Francisco, CA 94105, USA",1983,Sudden Impact
Clint Eastwood,37.7915187,-122.4101366,79C612F8-9560-44DB-B2CF-B0C1A4287551,"999 California St, San Francisco, CA 94108, USA",1983,Sudden Impact
Clint Eastwood,37.77514000000001,-122.4039924,226B1309-41C2-49C9-935D-9B6B30DCD8A8,"850 Bryant St, San Francisco, CA 94103, USA",1983,Sudden Impact
Clint Eastwood,37.7953377,-122.3927455,F4A69141-46B6-4755-AB92-F0DD87C500B5,"Ferry Plaza, San Francisco, CA, USA",1983,Sudden Impact
Clint Eastwood,37.7923897,-122.4104443,D45E3113-0802-4DB1-8566-75B9074B1357,"950 Mason St, San Francisco, CA 94108, USA",1983,Sudden Impact
Clint Eastwood,37.77947440000001,-122.4177047,B5D82F81-4915-46FE-9FAD-BB9A90E66506,"Civic Center Plaza, 335 McAllister St, San Francisco, CA 94102, USA",1983,Sudden Impact
Clint Eastwood,37.7955703,-122.3933208,3D7CDBB9-F3F9-4B04-B8BC-F21BC5897D36,"Ferry Building, 1 The Embarcadero, San Francisco, CA 94105, USA",1983,Sudden Impact
Clint Eastwood,37.8064014,-122.421656,D4039C45-E8E9-4FF0-8B85-9E1F710E89E0,"765 Beach St, San Francisco, CA 94109, USA",1983,Sudden Impact
Clint Eastwood,37.7825149,-122.3879436,94E99E3F-E1B4-4232-9BC6-E2B0FE003684,"Pier 38, 801 The Embarcadero, San Francisco, CA 94111, USA",1983,Sudden Impact
Clint Eastwood,37.7799045,-122.5094654,9B342744-561D-44C1-9D94-7CA56DE9C158,"El Camino Del Mar & Point Lobos Ave, San Francisco, CA 94121, USA",1983,Sudden Impact
Clint Eastwood,37.7383333,-122.4533333,901109DC-95AB-4621-B0A9-9179BE36D1DA,"Mt Davidson, San Francisco, CA 94127, USA",1983,Sudden Impact
Clint Eastwood,37.788946,-122.401488,0E14005A-9CA6-498E-A00A-B12110E2A629,"609 Market St, San Francisco, CA 94105, USA",1983,Sudden Impact
Clint Eastwood,37.7915187,-122.4101366,CCFF1C96-D258-4AA4-B170-1EA91A869424,"999 California St, San Francisco, CA 94108, USA",1983,Sudden Impact
Clint Eastwood,37.77514000000001,-122.4039924,C979B079-88D6-4C80-97BD-7F1A95AE5E87,"850 Bryant St, San Francisco, CA 94103, USA",1983,Sudden Impact
Clint Eastwood,37.7953377,-122.3927455,4884C1D1-5A57-4C6E-A7B7-335C11530588,"Ferry Plaza, San Francisco, CA, USA",1983,Sudden Impact
Clint Eastwood,37.7923897,-122.4104443,BC5578A2-43A6-4F2C-8078-06F4A58FFEC1,"950 Mason St, San Francisco, CA 94108, USA",1983,Sudden Impact
Clint Eastwood,37.77947440000001,-122.4177047,EAAEEFBE-B8DE-440E-A09C-0E1455C5D579,"Civic Center Plaza, 335 McAllister St, San Francisco, CA 94102, USA",1983,Sudden Impact
Clint Eastwood,37.7955703,-122.3933208,00EFE75F-1947-49AC-9C7B-C430DCA05891,"Ferry Building, 1 Ferry Building, San Francisco, CA 94111, USA",1983,Sudden Impact
Clint Eastwood,37.8064014,-122.421656,894B6D75-69C6-4F43-BBB2-489359B518CE,"765 Beach St, San Francisco, CA 94109, USA",1983,Sudden Impact
Clint Eastwood,37.7825149,-122.3879436,A7635362-03C9-4C94-826C-D81799832296,"Pier 38, 801 The Embarcadero, San Francisco, CA 94111, USA",1983,Sudden Impact
Philip Kaufman,37.7554393,-122.38709,16F9105D-0658-4A4B-B972-20F8E34656E3,"23rd St & Illinois St, San Francisco, CA 94107, USA",1983,The Right Stuff
Philip Kaufman,37.707441,-122.4205027,03B0AECD-2D60-4EEC-A45C-7C11C5747DE5,"Cow Palace, San Francisco, CA, USA",1983,The Right Stuff
Philip Kaufman,37.7792597,-122.4192646,C9B75B3E-8B08-4C87-9E9C-FA7B5EC7A0C7,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",1983,The Right Stuff
Philip Kaufman,37.7945742,-122.3999445,676B6C3F-8A84-4D1C-B455-CBA6BB92FEB8,"Financial District, San Francisco, CA, USA",1983,The Right Stuff
Philip Kaufman,37.7598987,-122.3880689,7B5DB347-473B-4360-85F8-6CBEFCD42A9A,"2345 3rd St, San Francisco, CA 94107, USA",1983,The Right Stuff
Philip Kaufman,37.7068282,-122.4187365,14489204-69C2-4C42-9C91-7F408C236302,"2600 Geneva Ave, Daly City, CA 94014, USA",1983,The Right Stuff
Philip Kaufman,37.7792597,-122.4192646,1095AB98-B0BA-4475-8649-2254F0385525,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",1983,The Right Stuff
Philip Kaufman,37.7945742,-122.3999445,468FCF71-3697-4298-9834-CA79FFCD122A,"Financial District, San Francisco, CA, USA",1983,The Right Stuff
Louis Malle,37.7522505,-122.4184682,9E1A1528-8BB7-41DE-A0E8-0E25EBDD16EE,"24th St Mission, 2800 Mission St, San Francisco, CA 94110, USA",1984,Crackers
Louis Malle,37.7584378,-122.4210056,F3A8C50B-616E-44E7-A33A-FEBEB69EAC76,"901 Valencia St, San Francisco, CA 94110, USA",1984,Crackers
Louis Malle,37.7522505,-122.4184682,8AAFEF42-05BD-4DE8-A593-1D0CC9BDAEEC,"24th St Mission, 2800 Mission St, San Francisco, CA 94110, USA",1984,Crackers
Louis Malle,37.7584378,-122.4210056,906B4798-B3DB-43D7-9181-128F56AD26D7,"901 Valencia St, San Francisco, CA 94110, USA",1984,Crackers
Larry Peerce,37.7923897,-122.4104443,859CFDE1-CB2C-4433-82D6-13AE51EFE920,"950 Mason St, San Francisco, CA 94108, USA",1984,Hard to Hold
Larry Peerce,37.7923897,-122.4104443,2DD8B077-7149-4D59-A3C7-9FE62FF9DB3C,"950 Mason St, San Francisco, CA 94108, USA",1984,Hard to Hold
Rob Epstein,37.7609082,-122.4350043,56C12D14-7343-4238-B6E3-45E25BD04138,"The Castro, San Francisco, CA, USA",1984,The Times of Harvey Milk
Rob Epstein,37.7609082,-122.4350043,86CB87D4-3CB5-4E61-92D2-FEF1706F129F,"The Castro, San Francisco, CA, USA",1984,The Times of Harvey Milk
Gene Wilder,37.7762593,-122.432758,80FD4B63-706E-43B1-9DAA-AFE591B2C924,"Steiner St &, Hayes St, San Francisco, CA 94117, United States",1984,The Woman In Red
Gene Wilder,37.7931691,-122.4105791,2A3CFD83-1DCE-44BC-BAB9-A62C40581B60,"1000 Mason St, San Francisco, CA 94108, USA",1984,The Woman In Red
Gene Wilder,37.8020161,-122.448329,3E731BFF-241B-4A20-B9F3-A306EE4DDC37,"3601 Lyon St, San Francisco, CA 94123, USA",1984,The Woman In Red
