director,geo_lat,geo_lng,id,location,release_year,title
Tim Burton,37.7883475,-122.4335169,37969102-6668-4CD0-AF4E-570F97DDE157,"2020 Fillmore St, San Francisco, CA 94115, USA",2014,Big Eyes
Tim Burton,37.7986441,-122.4073278,578361D9-A7F5-454D-9812-C575D9C20466,"601 Vallejo St, San Francisco, CA 94133, USA",2014,Big Eyes
Tim Burton,37.8009791,-122.4074452,3F313FFB-2EB2-46B4-B98D-7A2E4C225210,"Nobles Alley, San Francisco, CA 94133, USA",2014,Big Eyes
Tim Burton,37.8020161,-122.448329,98A14050-1CFB-4264-B28F-A19544039ED8,"3601 Lyon St, San Francisco, CA 94123, USA",2014,Big Eyes
Tim Burton,37.8001923,-122.4178135,2D1EB189-4189-4D6E-BBAF-46B83A61CCC5,"1101 Filbert St, San Francisco, CA 94109, USA",2014,Big Eyes
Tim Burton,37.8015353,-122.4101955,56067847-1937-4E73-99AA-8CDADA13C9C1,"666 Filbert St, San Francisco, CA 94133, USA",2014,Big Eyes
Tim Burton,37.79971219999999,-122.4074155,C35BB5A0-56DE-4B47-800C-8123923B43EC,"Grant Ave & Green St, San Francisco, CA 94133, USA",2014,Big Eyes
Tim Burton,37.8003487,-122.4176369,090CE790-18E6-4AE9-B7AE-D27308BB2421,"Filbert St & Leavenworth St, San Francisco, CA 94109, USA",2014,Big Eyes
Tim Burton,37.7915062,-122.4057618,B925C288-F4D8-4DF9-91C0-2C5BBD83D9C0,"Grant Ave & Pine St, San Francisco, CA 94108, USA",2014,Big Eyes
Tim Burton,37.793997,-122.4023388,E4E03FA4-013C-46F9-AE2C-E4B1E123F393,"558 Sacramento St, San Francisco, CA 94111, USA",2014,Big Eyes
Tim Burton,37.7883475,-122.4335169,3AA45859-2D4F-4BB1-BBCB-990CE47EF088,"2020 Fillmore St, San Francisco, CA 94115, USA",2014,Big Eyes
Matt Reeves,37.792367,-122.4090581,44D5FAEB-24FE-4CF2-BD44-0F7F0D717084,"800 Powell St, San Francisco, CA 94108, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.8000576,-122.4191684,BEA61436-5799-40C9-9FA2-3BBC702FA833,"Hyde St & Filbert St, San Francisco, CA 94109, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7919093,-122.4110179,65B467F5-E93F-488E-9682-FC5AA3E9A8FA,"California St & Mason St, San Francisco, CA 94108, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7792597,-122.4192646,4974B923-544B-4DA1-8A10-B24EF2A84463,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7588666,-122.4181453,DE3F1A66-AE98-4724-815C-A4781D51EE5E,"Alioto Park, San Francisco, CA 94110, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7920527,-122.409182,29DD889C-4C36-48CB-B706-15C3EAB6356E,"California St & Powell St, San Francisco, CA 94108, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7970734,-122.4055576,B5CAC8BF-C1A9-4F67-8BCC-EDCC08AAAC53,"Columbus Ave & Pacific Ave, San Francisco, CA 94133, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.792367,-122.4090581,15AC1CE2-7C5D-49A2-864F-988F8423633E,"800 Powell St, San Francisco, CA 94108, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.8000576,-122.4191684,06E9286C-2B6C-438F-BBF5-64D1BBBFFFFE,"Hyde St & Filbert St, San Francisco, CA 94109, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.792062,-122.4037148,1531AF12-01B5-4359-9CEE-FA2438974C67,"555 California St, San Francisco, CA 94104, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7792597,-122.4192646,88F1BB1A-68A7-466B-92D8-965968437403,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7588666,-122.4181453,5B117BD2-F647-44FE-AC81-8EEB2ECA7302,"Alioto Park, San Francisco, CA 94110, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7920536,-122.4091837,C57F9A6E-C515-49A3-B82F-9C87AE60D44A,"California St & Powell St, San Francisco, CA 94108, USA",2014,Dawn of the Planet of the Apes
Matt Reeves,37.7970838,-122.4055586,0B9BDD94-6921-4EE3-918D-19961E0EF6F4,"Columbus Ave & Pacific Ave, San Francisco, CA 94133, USA",2014,Dawn of the Planet of the Apes
Gareth Edwards,37.7916933,-122.4042585,67B2AE05-85BB-4623-88B5-F34DF3551663,"Kearny St & Pine St, San Francisco, CA 94108, USA",2014,Godzilla
Gareth Edwards,37.7935225,-122.3976275,52799601-2440-4585-BFB0-36EBC0153372,"California St & Davis St, San Francisco, CA 94111, USA",2014,Godzilla
Gareth Edwards,37.792584,-122.3974392,63D17B91-7613-48FE-8D87-0A58EA07628C,"Pine St & Davis St, San Francisco, CA 94111, USA",2014,Godzilla
Gareth Edwards,37.7942845,-122.3989855,AECA9020-FD7D-4099-8E9C-6F8DC95EBE0F,"Sacramento St & Front St, San Francisco, CA 94111, USA",2014,Godzilla
Gareth Edwards,37.7984385,-122.4022479,4D3B66A6-9D8C-4A05-B1FD-5E3A640C300F,"Broadway & Sansome St, San Francisco, CA 94133, USA",2014,Godzilla
Gareth Edwards,37.7978749,-122.4067162,873F47F4-FDCA-4B02-9944-06E5C487E08B,"Broadway & Columbus Ave, San Francisco, CA 94133, USA",2014,Godzilla
Gareth Edwards,37.7847079,-122.4125915,47570822-8968-4FDC-8AF2-FCB259C1CD2B,"391 Ellis St, San Francisco, CA 94102, USA",2014,Godzilla
Gareth Edwards,37.7940644,-122.4079215,1DA5ABC0-78C4-418B-B4E4-7A380A632A2C,"Stockton St & Clay St, San Francisco, CA 94108, USA",2014,Godzilla
Gareth Edwards,37.7907632,-122.4040735,AD5CB615-BF6E-4CF6-B63D-FF3B288BB488,"Kearny St & Bush St, San Francisco, CA 94108, USA",2014,Godzilla
Gareth Edwards,37.7904852,-122.3967672,A7BD0675-439F-4B27-A005-7863CBBC0BD3,"Mission St & Fremont St, San Francisco, CA 94105, USA",2014,Godzilla
Gareth Edwards,37.7841597,-122.4109775,38082118-B486-4612-B83D-1322A711CA7F,"Eddy St & Taylor St, San Francisco, CA 94102, USA",2014,Godzilla
Gareth Edwards,37.8001077,-122.3943664,D493BE3F-B312-4EF1-915B-30D59EB1FA21,"Pier 7, San Francisco, CA 94105, USA",2014,Godzilla
Gareth Edwards,37.7810288,-122.4568025,B5701FE7-ECCF-4ED8-AF3B-50AC6D2D3593,"3535 Geary Blvd, San Francisco, CA 94118, USA",2014,Godzilla
Gareth Edwards,37.7967356,-122.3952567,0283AED3-3A87-40D0-A034-509EEBE0BE1E,"Washington St & The Embarcadero, San Francisco, CA 94105, USA",2014,Godzilla
Gareth Edwards,37.7911592,-122.3958262,BCC3C9F6-93C0-47C4-B56F-5727972745A4,"Mission St & Beale St, San Francisco, CA 94105, USA",2014,Godzilla
Gareth Edwards,37.7595202,-122.4049151,19F87042-9E1E-4C47-8324-7F99A8AD5A1C,"San Bruno Ave, San Francisco, CA, USA",2014,Godzilla
Gareth Edwards,37.7932696,-122.4043477,2A7713BA-31A4-4720-9A9B-04475B3F877F,"550 Kearny St, San Francisco, CA 94108, USA",2014,Godzilla
Gareth Edwards,37.7935225,-122.3976275,7F210BE4-E519-4448-B22A-058CB47226CC,"California St & Davis St, San Francisco, CA 94111, USA",2014,Godzilla
Gareth Edwards,37.792584,-122.3974392,22CBFAF7-6BD3-48E1-89EC-79732A5A23FA,"Pine St & Davis St, San Francisco, CA 94111, USA",2014,Godzilla
Gareth Edwards,37.7942845,-122.3989855,51C4A5DC-3F6F-4EC6-BD32-B33A7F40E11A,"Sacramento St & Front St, San Francisco, CA 94111, USA",2014,Godzilla
Gareth Edwards,37.7984385,-122.4022479,61112FC7-FC0A-47BF-A083-5A9D10393FE3,"Broadway & Sansome St, San Francisco, CA 94133, USA",2014,Godzilla
Gareth Edwards,37.7978777,-122.4066984,4EBC1C64-3E76-42CE-8A88-909E5C041AEA,"Broadway & Columbus Ave, San Francisco, CA 94133, USA",2014,Godzilla
Gareth Edwards,37.7811402,-122.4149596,53372B1A-3040-42BA-846F-7148BC01DFEA,"198 McAllister St, San Francisco, CA 94102, USA",2014,Godzilla
Gareth Edwards,37.79407459999999,-122.4079078,5E374F93-2D96-4484-900B-A0E76E953E06,"Stockton St & Clay St, San Francisco, CA 94108, USA",2014,Godzilla
Gareth Edwards,37.7907632,-122.4040735,4919E6F7-EA24-4261-BAD2-68CDB2343FBE,"Kearny St & Bush St, San Francisco, CA 94108, USA",2014,Godzilla
Gareth Edwards,37.7904569,-122.3967069,4842621E-C6FB-4181-A302-27422FC4186B,"Mission St & Fremont St, San Francisco, CA 94105, USA",2014,Godzilla
Gareth Edwards,37.7841597,-122.4109775,86E925F2-CE38-4549-8A79-A7D8B17B6E28,"Eddy St & Taylor St, San Francisco, CA 94102, USA",2014,Godzilla
Gareth Edwards,37.8001077,-122.3943664,785AD0DE-229B-486C-AFC2-E122DAB46B89,"Pier 7, San Francisco, CA 94105, USA",2014,Godzilla
Gareth Edwards,37.7810288,-122.4568025,D3A3C68A-76CE-4DFE-8290-7C4F303CD209,"3535 Geary Blvd, San Francisco, CA 94118, USA",2014,Godzilla
Gareth Edwards,37.7967356,-122.3952567,7C28C9B3-D05F-48FA-A2D2-603F7B0E7DB9,"Washington St & The Embarcadero, San Francisco, CA 94105, USA",2014,Godzilla
Gareth Edwards,37.7911592,-122.3958262,0ED1114B-5F50-47FE-B38B-0FB04C34B7A2,"Mission St & Beale St, San Francisco, CA 94105, USA",2014,Godzilla
Gareth Edwards,37.7595202,-122.4049151,01F155EB-260C-48C9-8CC5-542DFB9F8D53,"San Bruno Ave, San Francisco, CA, USA",2014,Godzilla
Andrew Haigh,37.7860081,-122.4092959,C82110E9-9B9F-4F5E-9F34-7D47CB0CABF6,"222 Mason St, San Francisco, CA 94102, USA",2014,Looking
Andrew Haigh,37.8199286,-122.4782551,BF3059E6-2A3B-4CB0-81AF-4B01AEC7AFEE,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",2014,Looking
Andrew Haigh,37.7993009,-122.4618706,6F633F61-2943-45BF-9321-EF42D72C6EE2,"130 Fisher Loop, San Francisco, CA 94129, USA",2014,Looking
Andrew Haigh,37.8636084,-122.4319496,72DB9A5E-1FCB-4848-A707-D0E242F07626,"Angel Island State Park, Tiburon, CA 94920, USA",2014,Looking
Andrew Haigh,37.7195436,-122.5028052,1FDAFDA5-35DC-4E60-ACAC-F41F0831CCFE,"Fort Funston, Fort Funston Rd, San Francisco, CA 94132, USA",2014,Looking
Andrew Haigh,37.7753039,-122.4101615,375A09FD-ED5D-4688-9A47-8D7538B85842,"293 8th St, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.76240629999999,-122.4349009,56910B44-7499-4ED0-A84D-F0091C202AD6,"3991 17th St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7728168,-122.4100035,A35BB672-BE28-4489-A3BA-6AA025D33C5A,"399 9th St, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.7741357,-122.4086931,8BC6E402-9098-416A-9499-CD85F9C1E567,"385 8th St, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.7529677,-122.4097206,E782F1C2-2441-496B-9F21-74FF452A4BBB,"2866 24th St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7517034,-122.4274624,A5034C69-71EF-432A-B3C8-6F4EB78BDCA2,"24th St & Church St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7693359,-122.4292406,48052563-1D15-4E22-88E0-C8A4FE0139E8,"Church St & Duboce Ave, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7526903,-122.4083301,76FF1A77-C4E4-4F67-94F1-A7DBA6ACBE56,"2801 24th St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7749685,-122.3973113,058217E8-CAB5-42F6-94BA-E1472C269B8B,"San Francisco (5th/Townsend), San Francisco, CA 94107, USA",2014,Looking
Andrew Haigh,37.7804369,-122.5136935,63538246-27F4-4808-8AED-44B609516ABF,"1004 Point Lobos Ave, San Francisco, CA 94121, USA",2014,Looking
Andrew Haigh,37.7694208,-122.4862138,4D9B670A-C0F1-4744-914A-D350E995E28B,"Golden Gate Park, San Francisco, CA, USA",2014,Looking
Andrew Haigh,37.76742309999999,-122.4289504,7A19215F-BFD0-412F-8E9A-46D6F4D62D32,"Market St & Church St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7552116,-122.419437,690BF588-488B-41D8-8062-9BA39D75C746,"3227 22nd St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7673356,-122.4058897,34293840-30DA-46C5-8D0E-09C975B1DB71,"550 15th St M19, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.7608889,-122.4333977,F5798E7E-7C25-4049-9F7C-2D936F652B6B,"4029 18th St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.771831,-122.43489,BE9E1461-6A07-47B2-8CC3-69652A9768E0,"770 Haight St, San Francisco, CA 94117, USA",2014,Looking
Andrew Haigh,37.7681722,-122.427699,D90DE7EA-B196-4AAE-A892-F9F9AE1DD47F,"2051 Market St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7583482,-122.4188764,5751A61A-EAEF-4EB7-B450-8E0889106CE2,"2417 Mission St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7872876,-122.4074322,D391D691-52AA-49F5-8699-FA445F5DAB50,"170 O'Farrell St, San Francisco, CA 94102, USA",2014,Looking
Andrew Haigh,37.7879938,-122.4074374,569EEEA8-8317-462B-82D8-D7087167D9DC,"Union Square, San Francisco, CA 94108, USA",2014,Looking
Andrew Haigh,37.7629417,-122.4343334,79D50ED4-5D2E-447B-A3A1-F1E4C592BC9C,"2369 Market St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7622166,-122.4352553,7C90BA1C-DD37-4CA0-801F-CF9124943626,"Castro St & Market St, Castro St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7982799,-122.3778182,64AA94C5-499B-4452-8E81-CDD51D1A23FA,"San Francisco – Oakland Bay Bridge, San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",2014,Looking
Andrew Haigh,37.8235515,-122.370648,31E22C4D-0294-475D-B651-E7191E6FBCCD,"Treasure Island, San Francisco, CA, USA",2014,Looking
Andrew Haigh,37.7923897,-122.4104443,E13FBF34-344A-4FC9-B96A-6DEAED1FD2F5,"950 Mason St, San Francisco, CA 94108, USA",2014,Looking
Andrew Haigh,37.79225280000001,-122.4238729,3689CDD5-82CC-4C8D-9B8A-32ABB8D27438,"1890 Clay St, San Francisco, CA 94109, USA",2014,Looking
Andrew Haigh,37.7647319,-122.4160215,D88784C2-5860-4B33-8885-D5B70F497168,"2000 Folsom St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7510255,-122.4184962,B34D596B-26F2-4D93-9B06-226DF54068C8,"2868 Mission St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7585787,-122.4122384,C139D1E3-530C-4867-AFB6-17C07F2A4BD8,"2413 Harrison St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7645094,-122.4216882,EED001E1-F7AE-492D-AC16-83819B4F298C,"521 Valencia St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7650224,-122.421709,A13AC7F3-5F04-4621-8CC4-5790CF914D06,"16th St & Valencia St, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.766921,-122.4440326,0923DD25-457F-48AD-996B-E5E1E502F055,"601 Buena Vista Ave W, San Francisco, CA 94117, USA",2014,Looking
Andrew Haigh,37.7596168,-122.4269038,14F79823-BEE7-4B97-A068-D4B6088CD4E0,"Mission Dolores Park, Dolores St &, 19th St, San Francisco, CA 94114, United States",2014,Looking
Andrew Haigh,37.7528007,-122.4106944,CAF10945-D0E2-4C5A-A046-B6CEBF772062,"2934 24th St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.78405619999999,-122.4094919,91F12E11-CCFB-4F40-90F0-91AD1485C2E1,"101 Eddy St, San Francisco, CA 94102, USA",2014,Looking
Andrew Haigh,37.7860081,-122.4092959,09BFE5AB-E72A-4176-9623-930B12FD389D,"222 Mason St, San Francisco, CA 94102, USA",2014,Looking
Andrew Haigh,37.8199286,-122.4782551,2DA6F50F-0D33-4779-B18A-782FD9436E4A,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",2014,Looking
Andrew Haigh,37.7993009,-122.4618706,A7DC0D11-2ACB-4870-948D-9016B5BFB6C9,"130 Fisher Loop, San Francisco, CA 94129, USA",2014,Looking
Andrew Haigh,37.8636084,-122.4319496,033E1DF7-536F-4016-9B7E-EB32BE5422C7,"Angel Island State Park, Tiburon, CA 94920, USA",2014,Looking
Andrew Haigh,37.7195436,-122.5028052,F730DD95-65A0-4C41-98AF-7235F6C1FD0F,"Fort Funston, Fort Funston Rd, San Francisco, CA 94132, USA",2014,Looking
Andrew Haigh,37.7753039,-122.4101615,0C51F1C8-8045-4D78-AC4C-8FAF2862236B,"293 8th St, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.76240629999999,-122.4349009,7E3C76B8-E8D1-4197-BE31-750B8C616FF9,"3991 17th St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7728168,-122.4100035,517BCE21-7D07-4296-BB2F-03D333907435,"399 9th St, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.7741357,-122.4086931,CEA8DC86-741E-4A88-B78E-C42F3A94FC3C,"385 8th St, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.7529677,-122.4097206,513D7447-FD19-4300-ADB7-EFCDFE630997,"2866 24th St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7517034,-122.4274624,AFE783FC-427B-4232-A6F3-36D05A7AD592,"24th St & Church St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7694834,-122.4297042,B078A8D2-44F1-4A7E-91C3-8BF82DC7A05D,"Duboce Ave & Church St, Market St & Church St, San Francisco, CA 94114, United States",2014,Looking
Andrew Haigh,37.7526903,-122.4083301,0E8A8C08-5AD9-4107-9887-C32B7205948A,"2801 24th St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7749685,-122.3973113,F35372BE-647A-413B-AEAA-C6FE386F3511,"San Francisco (5th/Townsend), San Francisco, CA 94107, USA",2014,Looking
Andrew Haigh,37.7804369,-122.5136935,A259CDCB-B975-43DE-9E62-CE25EFC487F4,"1004 Point Lobos Ave, San Francisco, CA 94121, USA",2014,Looking
Andrew Haigh,37.7694208,-122.4862138,E3678022-65BA-41B7-9A84-424B20157613,"Golden Gate Park, San Francisco, CA, USA",2014,Looking
Andrew Haigh,37.76742309999999,-122.4289504,F8EED8BD-C5C8-48B9-9ED7-D6EFADE890F3,"Market St & Church St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7552116,-122.419437,CE3F3ABA-6AF7-4365-973B-F8B0B928C493,"3227 22nd St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7673356,-122.4058897,FA3E43D0-538B-4135-A584-20C9E059886D,"550 15th St M19, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.7608889,-122.4333977,882B3FB3-2DF7-4B8B-83B1-D1F004E92A3C,"4029 18th St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.771831,-122.43489,DE918483-21B5-468B-85E9-E0A3590EF491,"770 Haight St, San Francisco, CA 94117, USA",2014,Looking
Andrew Haigh,37.7681722,-122.427699,A8FB0BB7-472E-4663-B160-49C4CEED2094,"2051 Market St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7583482,-122.4188764,B7BE2BA2-1356-4C79-9DDF-20EBC0BAB424,"2417 Mission St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7872876,-122.4074322,CF09C2E0-5A97-4262-826A-8F707BA1B416,"170 O'Farrell St, San Francisco, CA 94102, USA",2014,Looking
Andrew Haigh,37.7879938,-122.4074374,A513D22D-6780-4D32-BF36-F8AD97E8EB54,"Union Square, San Francisco, CA 94108, USA",2014,Looking
Andrew Haigh,37.7629417,-122.4343334,39BFCF0D-C9F1-4FB0-BC5E-7AFF67EDCEDD,"2369 Market St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7622166,-122.4352553,51B22FC5-BD08-4E71-B820-52CF2F2D65DE,"Castro St & Market St, Castro St, San Francisco, CA 94114, USA",2014,Looking
Andrew Haigh,37.7888546,-122.3873878,BD1AA6F9-A4B0-4514-B048-B1DC6FA6E543,"Bay Bridge, San Francisco, CA 94111, USA",2014,Looking
Andrew Haigh,37.8235515,-122.370648,CEB78A25-4B06-4905-9F7D-CB4153E83D7A,"Treasure Island, San Francisco, CA, USA",2014,Looking
Andrew Haigh,37.7923897,-122.4104443,6BCCEDE4-7233-41C7-BA60-74E92F122DFE,"950 Mason St, San Francisco, CA 94108, USA",2014,Looking
Andrew Haigh,37.79225280000001,-122.4238729,E406B05B-623D-4175-AD66-C5DDB88E45AA,"1890 Clay St, San Francisco, CA 94109, USA",2014,Looking
Andrew Haigh,37.7647319,-122.4160215,92EBA355-F7E9-4945-BEF1-6C3837F6B4A2,"2000 Folsom St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7581831,-122.4132469,82ECF472-813E-4340-8B4A-30E79F760837,"745 Treat Ave, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7585787,-122.4122384,2819DA65-92C1-4313-95D8-E16293502B52,"2413 Harrison St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7645094,-122.4216882,14EA16DF-A7E8-47D7-B4E2-58FC8083A4B3,"521 Valencia St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7650224,-122.421709,F4AA39C7-09FE-4AA1-A753-435B44AD0B37,"16th St & Valencia St, San Francisco, CA 94103, USA",2014,Looking
Andrew Haigh,37.766921,-122.4440326,A8EDF646-710B-4E41-98B6-088583403EDE,"601 Buena Vista Ave W, San Francisco, CA 94117, USA",2014,Looking
Andrew Haigh,37.7596168,-122.4269038,673C56F6-D287-448B-969D-6D584DEC995B,"Mission Dolores Park, Dolores St &, 19th St, San Francisco, CA 94114, United States",2014,Looking
Andrew Haigh,37.7528007,-122.4106944,C657A5DD-18E5-4136-B899-8A4C249EEC24,"2934 24th St, San Francisco, CA 94110, USA",2014,Looking
Andrew Haigh,37.7530688,-122.4089713,DBC7C037-0FEC-4D21-BD1D-8604517CC8DE,"2838 24th St, San Francisco, CA 94110, USA",2014,Looking
Jacob Kornbluth,37.7558477,-122.4213513,BDA02CAF-09C9-40A3-BD17-75EDC91EA3CC,"1062 Valencia St, San Francisco, CA 94110, USA",2014,Love & Taxes
Jacob Kornbluth,37.756288,-122.422018,32CD65A5-01BB-4DF3-8F3C-93A08263AF30,"20 Hill St, San Francisco, CA 94110, USA",2014,Love & Taxes
Jacob Kornbluth,37.7749343,-122.4223706,2A531104-AE96-4D3F-8709-5556E8E78870,"198 Gough St, San Francisco, CA 94102, USA",2014,Love & Taxes
Jacob Kornbluth,37.7558477,-122.4213513,309139FE-2C23-4168-9C2A-5D9E2A8C17B5,"1062 Valencia St, San Francisco, CA 94110, USA",2014,Love & Taxes
Jacob Kornbluth,37.756288,-122.422018,6A3C2853-000C-482C-ADF0-28D14E505ECB,"20 Hill St, San Francisco, CA 94110, USA",2014,Love & Taxes
Jacob Kornbluth,37.7749343,-122.4223706,60234A26-6A49-42BE-B1A7-EDD18AF888CC,"198 Gough St, San Francisco, CA 94102, USA",2014,Love & Taxes
Steven Bochcho,37.7439932,-122.4101698,8DBF4D9B-CE6E-4476-9D27-C53B32DE113D,"1821 Alabama St, San Francisco, CA 94110, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.77514000000001,-122.4039924,92D7B584-3099-4B0A-A43D-2863223DA622,"850 Bryant St, San Francisco, CA 94103, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.7932786,-122.4084188,F2E20B80-6206-42A6-A8FA-7A02A3638449,"920 Sacramento St, San Francisco, CA 94108, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.798165,-122.4056481,1408DD24-83F4-4AD4-BBF6-70EC4A8DB5B4,"504 Broadway, San Francisco, CA 94133, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.8007566,-122.4038752,B6150121-90DA-46AB-BDFC-8A11CBFE7706,"9 Calhoun Terrace, San Francisco, CA 94133, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.7785951,-122.3892698,B1DD7C7E-C9EB-4040-8379-41019F86134B,"24 Willie Mays Plaza, San Francisco, CA 94107, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.7747025,-122.3941174,1D4F5A44-D708-4A1E-9519-AA89053CDE0C,"235 Berry St, San Francisco, CA 94158, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.79717,-122.405222,AB81E1C3-DD66-4E8C-B9E3-6105C8A1F1D2,"Pacific Ave & Kearny St, San Francisco, CA 94133, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.7937592,-122.4063094,45208406-10EA-410B-9E56-2DBB4DE81C6C,"731 Grant Ave, San Francisco, CA 94108, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.790669,-122.4275657,857CE019-185A-404E-B093-BB38B39C4E1C,"Sacramento St, San Francisco, CA, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.7939604,-122.4087083,E4A7667A-FA8D-4521-913C-EDC38EADB358,"Clay St & Joice St, San Francisco, CA 94108, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.8020161,-122.448329,5A7875F0-821C-474F-AC37-EB21DD494F47,"3601 Lyon St, San Francisco, CA 94123, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.804891,-122.420441,753F35C4-AD96-4143-89CD-77E06C01CE14,"800 Bay St, San Francisco, CA 94109, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.8053237,-122.4179462,70C221FE-AE08-4BCA-8026-447899A486C6,"1201 Columbus Ave, San Francisco, CA 94133, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.8093233,-122.417095,F0E81183-BD6F-4B90-8CA9-E55452BA4DF2,"Pier 45, San Francisco, CA 94133, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.790813,-122.3893598,D04C6C8E-6EFF-4145-A1B5-37E1DC808D40,"369 The Embarcadero, San Francisco, CA 94105, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.7596168,-122.4269038,6584A9CD-1280-4B00-BE1E-8E0D9D4770D5,"Mission Dolores Park, Dolores St &, 19th St, San Francisco, CA 94114, United States",2014,"Murder in the First, Season 1"
Steven Bochcho,37.75254169999999,-122.4135418,0407F26A-72D0-404C-918F-88EE204755F3,"24th St, San Francisco, CA, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.7522478,-122.413422,25408842-BA87-41FE-8D5E-B5B69CF23048,"13 Lucky St, San Francisco, CA 94110, USA",2014,"Murder in the First, Season 1"
Steven Bochcho,37.775158,-122.442046,3E02C5F2-F8E3-443E-AC17-B51F9100A6EB,"1541 Grove St, San Francisco, CA 94117, USA",2014,"Murder in the First, Season 1"
